area,caracteristicas,descripcion,estrato,numero_baños,numero_habitaciones,precio,tipo_inmueble,tipo_operacion,titulo,ubicacion
130 m²,"Aparcadero,Patio,Gas natural,Electricidad,Cocina integral,Tanque de agua,Agua","CASA DE DOS PISOS UBICADA AL NORTE DE TUNJA, CERCA AL COLEGIO DE LOS ANGELES, UNIBOYACA, CLINICA MEDILASER, CENTRO COMERCIAL CASA VIEJA, SUPERMERCADO COLSUBSIDIO, EXCELENTE SERVICIO DE TRANSPORTE PÚBLICO.

La casa consta de: antejardin, garaje, sala de recibo, sala comedor, cocina integral, patio de ropas, jardin seco, tres habitaciones amplias con closet, un baño privado, dos baños sociales, estudio,  pisos en madera laminada, baños con división, escalera con punto fijo. en excelente estado de conservación, luz natural, buena ventilación, calentador de paso.

Servicios de: Agua, Luz, Gas natural estrato 4
Área: 130mts2
Valor Venta $ 390.000.000 

CONTACTO: 301711----",4,3 baños,,"$ 390.000.000
                        ",Casa,Compra,VENDO CASA BARRIO PRADOS DE ALCALA DEL NORTE TUNJA,"Prados De Alcala Norte, Transversal 2a, Tunja, Boyacá, Colombia"
,,"Magnifico oficina en el centro de la ciudad. Consta de: 3 divisiones para tres módulos, baño compartido con el resto de las oficinas",,,,,,,,
,,"¡Apartamento en venta en el oriente de la ciudad!Características principales:Tres habitacionesDos bañosCocina integral ampliaSala comedorPatio de ropasUbicación destacada:Cercano a la Universidad UNAD, lo que lo convierte en una excelente opción para estudiantes, profesores o personal administrativo de la universidad.Acceso conveniente a excelentes vías de transporte y acceso público. Esto garantiza una conexión fluida con otros puntos clave de la ciudad.Este apartamento es ideal para aquellos que buscan un espacio cómodo y funcional. Las habitaciones ofrecen privacidad y comodidad, mientras que la cocina integral amplia permite preparar deliciosas comidas. La sala comedor es perfecta para reuniones familiares o con amigos, y el patio de ropas brinda espacio adicional para las tareas domésticas",,,,,,,,
,,"Lote ubicado en la ciudad de Tunja, Boyacá con un área de 2.346 m2, ubicado en una zona de alto desarrollo inmobiliario debido a su cercanía a vías principales (avenida norte y la avenida universitaria), El ICBF regional, colegios, restaurantes, universidades, la sede gastronómica del SENA y el CAI de los muiscas Uso del suelo: Residencial, Complementario: Comercio, Dotacional",,,,,,,,
,,"En Atos Inmobiliaria ofrecemos en venta un espectacular apartamento dúplex para estrenar, ubicado en el piso 18 con vista hacia el sur y oriente, en una de las zonas más exclusivas de la ciudad. Este impresionante apartamento cuenta con una distribución perfecta, en el primer nivel se encuentra la entrada, la sala comedor, un estudio abierto, un balcón, una cocina abierta, un baño social, una habitación con baño privado que cuenta con tina de hidromasaje. En el segundo nivel, se encuentra una amplia escalera, un estar de alcobas, una zona de ropas, 3 habitaciones con closet, baño privado, vestier y baño de habitaciones. Además, cuenta con un depósito y parqueaderos. El edificio cuenta con ascensor, piscina, vigilancia, dos porterías, citófono, shut de basuras, sala de cine, sauna, turco, jacuzzi, BBQ, gimnasio, zona para juegos, salón social y parqueadero para visitantes. No pierdas la oportunidad de vivir en un lugar con todas las comodidades que mereces. Contáctanos en Atos Inmobilia",,,,,,,,
,,"GRAN OFERTA Apartamento Dúplex con vista hacia el sur y oriente de la ciudad tiene la siguiente distribución: Primer Nivel: Entrada, sala comedor, estudio abierto, balcón, cocina abierta, 1 baño, habitación con baño privado y tina de hidromasajes. Segundo Nivel: Escalera, estar de alcobas, zona de ropas, 3 alcobas con closet y baño privado y una con vestier, un baño. El edificio cuenta con equipamiento comunal, portería 24/7 horas, 2 ascensores, citofonia, chut de basuras, piscina, sala de cine, sauna, turco, jacuzzi, BBQ, gimnasio, zona duras para juegos, salón social y parqueadero de visitantes. Acometida general única a tanque de almacenamiento de agua potable. Con gran cercania al Centro Comercial Unicentro Tunja, Estadio la independencia, Hospital San Rafael, Terminal de Transporte, Bosque de la Republica, Universidad Pedagogica, Restaurantes, tiendas de barrio y Supermercados de cadena. Que esperas para conocerlo. Contáctanos",,,,,,,,
102 m²,,"Se vende un amplio apartamento nuevo cerca de la Universidad Juan de Castellanos, el almacén Paraíso y una zona comercial, además de estar cerca de la avenida Oriental. Consta de 3 habitaciones con closet, una sala comedor con excelente iluminación y zona de estudio, 2 baños (uno en la habitación principal y otro social), cocina integral y zona de lavado de ropa. Incluye parqueadero. ¡Aprovecha esta excelente oportunidad para inversión o vivir!",,2 baños,,"$ 320.000.000
                        ",Apartamento,Compra,APARTAMENTO EN VENTA EN JUAN CASTELLANOS TUNJA,"Tunja, Boyacá, Colombia"
,,"Se vende hermoso apartamento de dos habitaciones con closet, en tercer piso, 1 baño, sala-comedor, cocina integral y área de ropas. en la mejor zona de valorización de la ciudad de Tunja, cerca del estadio de la independencia, centros comerciales  ya venidas principales.",,,,"$ 150.000.000
                        ",Apartamento,Compra,APARTAMENTO en VENTA en Tunja MESOPOTAMIA,"Boyacá, Tunja"
,Aparcadero,"Atos Inmobiliaria - Casa para Estrenar en Las QuintasPresentamos una oportunidad única para adquirir una casa para estrenar en el prestigioso barrio Las Quintas, ubicado al norte de la ciudad. Esta casa, situada en un sector que combina lo residencial con lo comercial, ofrece un espacio moderno y funcional distribuido en tres niveles.Características Destacadas:Diseño Moderno: La casa presenta un diseño moderno y espacioso, con amplias áreas de sala, comedor y cocina integral, perfectas para la vida en familia.Tres Niveles: Con tres niveles, la casa ofrece una distribución eficiente del espacio. Encontrarás dos habitaciones en el nivel superior y la habitación principal con baño privado y balcón.Terraza Soleada: La joya de esta propiedad es su hermosa terraza, ideal para disfrutar del sol por la tarde y organizar reuniones al aire libre.Ubicada en una zona de alta demanda, esta casa no solo ofrece una vida cómoda sino también la promesa de una excelente inversión.",,3 baños,,"$ 390.000.000
                        ",Casa,Compra,CASA en VENTA en Tunja LAS QUINTAS,"Boyacá, Tunja, Tunja"
59 m²,"Aparcadero,Tanque de agua,Agua,Cocina integral,Gas natural","CONFORTABLE APARTAMENTO UBICADO EN LA ENTRADA DEL BARRIO MESOPOTAMIA, CERCA A LA AVENIDA NORTE, CENTRO COMERCIAL LA SEXTA, CAMARA DE COMERCIO, UPTC.

Vendo Apartamento en un Quinto piso con ascensor, celaduria, garaje.
El apartamento consta de: Sala comedor, cocina integral, zona de ropas, dos habitaciones con closet, baño privado, baño social, pisos en madera laminada, calentador de paso, cortinas

Servicios de agua, luz, gas natural estrato 5
Área: 59mts2
Valor Venta: $ 235.000.000

CONTACTO ",5,2 baños,2 habitaciones,"$ 235.000.000
                        ",Apartamento,Compra,VENDO APARTAMENTO EDIFICIO  PALMAS DE MESOPOTAMIA,"Mesopotamia, Carrera 4, Tunja, Boyacá, Colombia"
,,"Atos te presenta esta oportunidad única de compra. Se trata de un moderno apartamento en el décimo piso, con unas vistas espectaculares. El área de sala y comedor cuenta con pisos de madera laminada, lo que le da un toque elegante y cálido al espacio. La cocina integral, con su práctica barra americana, es ideal para preparar deliciosas comidas y socializar mientras cocinas. Además, se ha equipado con una zona de ropas que incluye calentador y lavadero, lo que facilita las tareas diarias. En cuanto a la zona de descanso, este apartamento dispone de tres habitaciones, todas con amplios armarios empotrados. Los dos baños cuentan con divisiones, muebles y calentador, lo que añade comodidad. También hay un estudio completamente amueblado, lo que te brinda un espacio perfecto para trabajar o estudiar desde casa. Además, este apartamento cuenta con servicios de agua, luz y gas, y el edificio ofrece servicios de portería, vigilancia y ascensor.",,,,,,,,
,,"Construye tu hogar en el prestigioso conjunto residencial Villa Trinidad, con este lote de 91 m2 ubicado cerca del centro comercial Viva. Disfruta de la comodidad de vivir en una zona con todos los servicios básicos de agua, luz, gas y alcantarillado, lo que te permitirá construir tu casa de manera rápida y sencilla. Además, el terreno es firme, lo que significa que no necesitarás una placa flotante para construir. El conjunto cuenta con seguridad privada las 24 horas, canchas de baloncesto, salón social, parque infantil y amplias zonas verdes, lo que garantiza la tranquilidad y el bienestar de tu familia. Y lo mejor de todo, el precio es negociable, lo que lo convierte en una excelente oportunidad de inversión. ¡No pierdas más tiempo y contáctanos ahora para conocer todos los detalles y agendar una visita!",,,,,,,,
,,"VENDO AMPLIO APARTAESTUDIO, UBICADO EN UN EXCELENTE SECTOR DE ALTA VALORIZACION, CERCA A CENTROS COMERCIALES COMO UNICENTRO, BULEVAR, ALMACENES MAKRO, COLEGIO VILLA FONTANA, ESTADIO, PISCINA OLÍMPICA, BUEN SERVICIO SERVICIO DE TRANSPORTE PÚBLICO, Y CON BONITOS ESPACIOS PEATONALES PARA DAR UN AGRADABLE CAMINATA.El apartaestudio consta de: cocina integral, zona de ropas, sala comedor, habitacion con closet, baño con division en vidrio, ducha tipo lluvia, calentador de paso, terraza, vista panoramica, pisos en madera laminada, cortinas black out, el edificio tiene ascensor, acceso con chip, parqueadero con monta coche, bodega, zonas comunes, salón social, zona BBQ.Servicios de: Agua, luz, gas natural, estrato 5Área de apartaestudio: 36.58mts2Área de terraza: 22.798. mts2Área de bodega: 2.96mts2Valor Venta: $ 198.000.000CONTACTO: 3017112751",,,,,,,,
64 m²,"Balcón,Vista panorámica,Gas natural,Electricidad,Cocina integral,Tanque de agua,Agua,Terraza","CASA UBICADA AL NORTE DE TUNJA, EN CONJUNTO CERRADO, CON VIGILANCIA PRIVADA 24/7, CONJUNTO DE CASAS EN ARMONIA CON LA NATURALEZA, CERCA A PLACITA CAMPESINA DEL NORTE, CONCESIONARIOS DE CARROS, CIS, EBSA, CENTRO COMERCIAL CENTRO NORTE, BANCO BBVA.

La casa esta construida en tres niveles consta de : sala comedor, cocina integral, zona de ropas, dos baños, dos habitaciones amplias, dos mas pequeñas, azotea, pisos en baldosa, parqueadero comunal.

Servicios de: Agua, luz, gas natural, estrato 3

Área construida: 63.69

Valor Venta: 210.000.000

CONTACTO: 301711----",3,2 baños,,"$ 210.000.000
                        ",Casa,Compra,"VENDO CASA CERCA A BODEGA DE SERVIENTREGA, NORTE DE TUNJA","Calle 51, Hunzahua, Tunja, Boyacá, COL"
,Gas natural,"¿Está buscando un lugar acogedor en Tunja? Tenemos el apartamento perfecto para usted. Este hermoso apartamento en Los Parques Tunja es lo que está buscando. Con una sala de estar amplia y luminosa, cocina integral, dos habitaciones cómodas y dos baños completos, este apartamento es ideal para una familia pequeña o una pareja. Además, cuenta con una zona de ropas para su comodidad. Disfrute de vistas impresionantes desde el exterior y una ubicación privilegiada, cerca de la Avenida Norte, CC La Sexta, y la Universidad Pedagógica y Tecnológica de Colombia. ¡Contáctenos para una visita y haga su sueño realidad!",,2 baños,,"$ 168.000.000
                        ",Apartamento,Compra,APARTAMENTO en VENTA en Tunja LOS PARQUES,"Boyacá, Tunja, Tunja"
,,"¡Gran oportunidad de adquirir una casa colonial única! Se vende una casa colonial con 550 m2 de construcción, ubicada a una cuadra de la Plaza de Bolívar sobre la Carrera 11. Esta propiedad cuenta con 12 habitaciones, acceso hall y balcones tanto en la calle como en la carrera. Su ubicación estratégica la hace ideal para instituciones gubernamentales y oficiales. Aprovecha esta oportunidad de invertir en un inmueble con gran potencial histórico y comercial. Contáctanos para más información y visita.",,12 baños,,"$ 2.200.000.000
                        ",Casa,Compra,CASA en VENTA en Tunja CENTRO HISTORICO,"Boyacá, Tunja, Tunja"
,,"Atos Inmobiliaria presenta una valiosa oportunidad de inversión: la venta de un lote de 1320 m2 en una ubicación estratégica cerca de la nueva Terminal de Tunja, en el barrio San Luis. Este lote ofrece la versatilidad de ser dividido en tres opciones de tamaños: 800 m2, 400 m2 y 120 m2, todos con un precio por metro cuadrado de $1,200,000.La ubicación sobre la vía principal y en las cercanías del Batallón Bolívar proporciona un acceso conveniente y una visibilidad destacada para cualquier proyecto que desees emprender. Ya sea para desarrollo comercial, residencial u otros fines, estos lotes brindan un potencial excepcional para inversores y desarrolladores.No pierdas la oportunidad de ser parte de esta prometedora inversión en el crecimiento de Tunja. Comunícate con nosotros para obtener más detalles y aprovechar esta oferta única.",,,,"$ 480.000.000
                        ",Lote,Compra,LOTE en VENTA en Tunja PRADOS DE SAN LUIS,"Boyacá, Tunja, Tunja"
,,"Atos Inmobiliaria presenta una valiosa oportunidad de inversión: la venta de un lote de 1320 m2 en una ubicación estratégica cerca de la nueva Terminal de Tunja, en el barrio San Luis. Este lote ofrece la versatilidad de ser dividido en tres opciones de tamaños: 800 m2, 400 m2 y 120 m2, todos con un precio por metro cuadrado de $1,200,000.La ubicación sobre la vía principal y en las cercanías del Batallón Bolívar proporciona un acceso conveniente y una visibilidad destacada para cualquier proyecto que desees emprender. Ya sea para desarrollo comercial, residencial u otros fines, estos lotes brindan un potencial excepcional para inversores y desarrolladores.No pierdas la oportunidad de ser parte de esta prometedora inversión en el crecimiento de Tunja. Comunícate con nosotros para obtener más detalles y aprovechar esta oferta única.",,,,"$ 144.000.000
                        ",Lote,Compra,LOTE en VENTA en Tunja PRADOS DE SAN LUIS,"Boyacá, Tunja, Tunja"
