area,caracteristicas,descripcion,estrato,numero_baños,numero_habitaciones,precio,tipo_inmueble,tipo_operacion,titulo,ubicacion
,Aparcadero,"Espectacular apartamento en el norte de la ciudad con una hermosa vista. Consta de: 3 habitaciones, 2 baños, sala comedor, área de ropas, balcón, parqueadero y depósito.",,,,"$ 225.000.000
                        ",,,"
            ","El Dorado, Tunja, Boyacá "
,,"Magnifico local en excelente ubicación central. Consta de 1 baño con área espaciosa, zona de esterilización, poceta para lavado de traperos. el local cuenta con la posibilidad de venta con adecuación a consultorio odontológico por un valor de $240000000 totalmente equipado.",,,,"$ 200.000.000
                        ",,,"
            ","Centro Histórico, Tunja, Boyacá "
,,"Local comercial en el centro de la ciudad de Tunja, cuenta con dos divisiones y baño privado, esta ubicado en una muy buena posición en el marco histórico de la ciudad, espacios amplios y vías de acceso peatonales.",,,,"$ 1.200.000.000
                        ",,,"
            ","Centro Histórico, Tunja, Boyacá "
,,"Hermoso apartamento en el centro de la ciudad. Consta de 3 habitaciones, todas con closet incluido, 2 baños , sala comedor, cocina semi integral y área de ropas.",,,,"$ 220.000.000
                        ",,,"
            ","Centro Histórico, Tunja, Boyacá "
,,"Magnífico apartamento amplio en el centro de la ciudad. Consta de: 4 habitaciones, 2 baños, estudio, sala comedor y cocina semi integral.",,,,"$ 260.000.000
                        ",,,"
            ","Centro Histórico, Tunja, Boyacá "
,,"Atos Inmobiliaria ofrece en venta un lote de 384 m2 en el prestigioso condominio Altos de Alejandría, ubicado en uno de los sectores más exclusivos de la ciudad, con amplias zonas verdes y cercano al campus de la Universidad Santo Tomas. Además, está cerca de los centros comerciales Unicentro y Viva, y cuenta con excelentes vías de acceso. Aprovecha esta oportunidad de adquirir un terreno en una ubicación privilegiada para construir la casa de tus sueños.",,,,"$ 365.000.000
                        ",,,"
            ","La Esmeralda, Tunja, Tunja, Boyacá "
,,"Espectacular apartamento con un área construida de 73.17 metros cuadrados, privada de 69.08 metros cuadrados y un balcón de 1.94 metros cuadrados. Consta de  3 habitaciones con closet incluido, 2 baños, 1 estudio, cocina integral, zona de ropas y balcón.  Derecho a parqueadero sencillo es de $25.000.000. Valor de parqueadero adicional en línea $12.000.000 al precio total del apartamento, hasta agotar unidades disponibles y parqueadero de moto adicional de $6.000.000. El edificio cuenta con áreas comunes como: terraza panorámicas, excelente vista, áreas de recreación pasiva. Salón social, es Pet friendly, 2 asadores de BBQ independientes, zona de juegos infantiles, zona de huerta orgánica y parqueadero para visitantes.",,,,"$ 273.000.000
                        ",,,"
            ","Centro Histórico, Tunja, Boyacá "
,Aparcadero,"Espectacular apartamento en el sur de la ciudad. Consta de: 3 habitaciones, 2 baños, sala comedor, cocina integral, área de ropas y estudio. Cuenta con parqueadero comunal.",,,,"$ 155.000.000
                        ",,,"
            ","San Francisco, Tunja, Boyacá "
,,"Espectacular apartamento con un área construida de 70.86 metros cuadrados, privada de 64.85 metros cuadrados y un balcón de 1.59 metros cuadrados. Consta de  3 habitaciones con closet incluido, 2 baños,  cocina integral, zona de ropas y balcón.  Derecho a parqueadero sencillo es de $25.000.000. Valor de parqueadero adicional en línea $12.000.000 al precio total del apartamento, hasta agotar unidades disponibles y parqueadero de moto adicional de $6.000.000. El edificio cuenta con áreas comunes como: terraza panorámicas, excelente vista, áreas de recreación pasiva. Salón social, es Pet friendly, 2 asadores de BBQ independientes, zona de juegos infantiles, zona de huerta orgánica y parqueadero para visitantes.",,,,"$ 266.000.000
                        ",,,"
            ","Centro Histórico, Tunja, Boyacá "
,Gas natural,"¡OPORTUNIDAD ÚNICA! SE VENDE APARTAMENTO RECIÉN REMODELADO EN PLENO CENTRO DE LA CIUDAD.Este hermoso apartamento cuenta con una sala-comedor amplia y luminosa, cocina tipo americana totalmente equipada, zona de ropas, dos habitaciones acogedoras y un baño moderno.La ubicación es inmejorable. El apartamento está a solo unas cuadras de la plaza de Bolívar, la Universidad Santo Tomás y el SENA, lo que te permitirá tener acceso a todo lo que necesitas en el corazón de la ciudad. Además, la zona ofrece excelentes opciones de transporte público, restaurantes y tiendas.Si estás buscando un lugar acogedor, moderno y con una ubicación privilegiada, este apartamento es ideal para ti. ¡No pierdas la oportunidad de vivir o invertir en el centro histórico de la ciudad!",,,,"$ 195.000.000
                        ",,,"
            ","Centro, Tunja, Tunja, Boyacá "
126 m²,"Aparcadero,Agua,Tanque de agua","APARTAMENTO CERCA A EL MONUMENTO GLORIETA DE LOS HONGOS, BARRIO SURINAMA, UNIVERSIDAD JUAN DE CASTELLANOS, ALMACENES PARAISO, COMERCIO DE REPUESTOS AUTOMOTRIZ Y DE TAPICERIAS.

El Apartamento se encuentra en obra negra, tiene un área bastante amplia de construcción (126.67 mts2), con una distribución de sala- comedor, cocina, patio de ropas, cuarto y baño de empleada, tres habitaciones, dos baños privados, un baño social, parqueadero amplio y cubierto, es un primer piso.

Servicios: agua, luz, gas natural estrato 3.

Área Construida: 126.67 mts2
Área Parqueadero: 12.50 mts2

Valor Venta: 140.000.000 negociable

CONTACTO: 301711----",,,,"$ 140.000.000
                        ",,,"
            ","Tunja, Boyacá "
,Aparcadero,"Espectacular apartamento en el norte de la ciudad. Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral, estudio, zona de ropas, 2 garajes y depósito. El edificio cuenta con áreas comunes como BBQ.",,,,"$ 330.000.000
                        ",,,"
            ","Centro Histórico, Tunja, Boyacá "
,,"Apartamento de 2 habitaciones, 2 baños, sala comedor, cocina integral y área de ropas",,,,"$ 160.000.000
                        ",,,"
            ","Tunja, Tunja, Boyacá "
,Aparcadero,"Apartamento con excelente vista, que consta de: Sala comedor, cocina integral, área de ropas con alentador, 3 alcobas con closet, 2 baños y parqueadero, todos los servicios. El conjunto cuenta con portería, vigilancia 24 horas y ascensor.",,,,"$ 200.000.000
                        ",,,"
            ","Centro Histórico, Tunja, Tunja, Boyacá "
,,"Atos Inmobiliaria presenta una valiosa oportunidad de inversión: la venta de un lote de 1320 m2 en una ubicación estratégica cerca de la nueva Terminal de Tunja, en el barrio San Luis. Este lote ofrece la versatilidad de ser dividido en tres opciones de tamaños: 800 m2, 400 m2 y 120 m2, todos con un precio por metro cuadrado de $1,200,000.La ubicación sobre la vía principal y en las cercanías del Batallón Bolívar proporciona un acceso conveniente y una visibilidad destacada para cualquier proyecto que desees emprender. Ya sea para desarrollo comercial, residencial u otros fines, estos lotes brindan un potencial excepcional para inversores y desarrolladores.No pierdas la oportunidad de ser parte de esta prometedora inversión en el crecimiento de Tunja. Comunícate con nosotros para obtener más detalles y aprovechar esta oferta única.",,,,"$ 1.584.000.000
                        ",,,"
            ","Prados de San Luis, Tunja, Tunja, Boyacá "
220 m²,Aparcadero,"Area aproximadamente 220 mts cuadrados 
Primer piso:
Recibidor amplio; sala comedor con chimenea, y cocina abierta tipo integral.
Baño social; garaje interno.
Segundo piso:
Tres amplías habitaciones con closets, una con baño privado; baño aparte para las otras dos habitaciones.
Estudio, balcón.
Tercer piso:
Habitación principal amplia con baño privado y vestier.
Baño con tina; balcon a la calle; espacio/patio cubierto con marquesina.
Zona de ropas.",,,,"$ 500.000.000
                        ",,,"
            ","Gaitán, Tunja, Boyacá "
,,"Se vende un local en el Centro Comercial Boulevar Shopping, con un área de 37.8 metros cuadrados y ubicado en un piso estratégico. Este local es fácil de arrendar y puede generar una excelente renta. No pierda la oportunidad de invertir en un negocio rentable y en una ubicación privilegiada. ¡Contáctenos ahora!",,,,"$ 310.000.000
                        ",,,"
            ","La Pradera, Tunja, Tunja, Boyacá "
,,"Se vende hermoso lote ubicado en conjunto cerrado con planos listo para construcción de vivienda, zona residencial, conjunto nuevo y cerca de universidades, colegios, centros comerciales. se vende con planos o sin planos.",,,,"$ 160.000.000
                        ",,,"
            ","Tunja, Tunja, Boyacá "
,,"En venta: lote de 94.5 m2 en el exclusivo barrio José de las Flores. ¡Ubicación privilegiada frente al campus de la Universidad Santo Tomas! Este lote se encuentra a solo unos pasos de los centros comerciales Unicentro y Viva Tunja, brindándote acceso a una amplia gama de servicios y entretenimiento. Con todo lo que necesitas para construir la casa de tus sueños, este terreno te ofrece la libertad de diseñar y crear un hogar a tu medida. ¡Imagina las posibilidades! ¡No dejes pasar esta oportunidad de inversión! Ponte en contacto con nosotros y convierte tus sueños en realidad.",,,,"$ 185.000.000
                        ",,,"
            ","La Esmeralda, Tunja, Boyacá "
,Aparcadero,"Hermoso apartamento en el norte de la ciudad. Consta de 3 habitaciones, 2 baños, 1 garaje, cocina integral , sala comedor y zona de ropas.",,,,"$ 280.000.000
                        ",,,"
            ","La Maria, Tunja, Boyacá "
,Aparcadero,"Hermoso apartamento ubicado en el norte de la ciudad. Consta de 3 habitaciones, cada una tiene closet incluido, 2 baños, sala comedor, cocina integral con mesón y comedor en granito. Excelente iluminación y espacioso. Tiene acceso a terraza por escaleras en la sala comedor. Cuenta con parqueadero privado.",,,,"$ 300.000.000
                        ",,,"
            ","Centro Histórico, Tunja, Boyacá "
,Aparcadero,"Se vende hermoso apartamento duplex, con iluminación natural, con terminados clásicos y modernos, en conjunto residencial, con vigilancia privada las 24 horas, zonas verdes, parque infantil, salón social, consta de 3 habitaciones con closet, 3 baños, cocina integral amplia, sala-comedor, 2 estudios, zona de ropas, balcón y parqueadero, excelente sector residencial, vías de acceso, cerca de colegios y universidades.",,,,"$ 450.000.000
                        ",,,"
            ","Tunja, Boyacá "
,,"Local de 300 m2 en el centro de Tunja, cuenta con varios espacios y 4 baños. Se reciben permutas",,,,"$ 750.000.000
                        ",,,"
            ","Tunja, Boyacá "
,,"Atos tiene disponible para la venta un apartamento en el sur de la ciudad, en un conjunto cerrado tipo club house, que ofrece una variedad de comodidades. Este apartamento se encuentra en el cuarto piso y cuenta con excelentes acabados. Está distribuido en sala comedor, cocina integral, zona de ropas, tres habitaciones y dos baños. El área total del apartamento es de 58 m².Si estás interesado en este apartamento y deseas obtener más información o programar una visita, te invitamos a ponerte en contacto con Atos Inmobiliaria. Esta podría ser una excelente oportunidad para adquirir una propiedad en un conjunto cerrado con comodidades adicionales y una ubicación conveniente cerca del nuevo centro comercial Florida Shopping Center.",,,,"$ 230.000.000
                        ",,,"
            ","La Florida, Tunja, Tunja, Boyacá "
,"Aparcadero,Gas natural","VENDO APARTAMENTO ubicado en el quinto piso del conjunto cerrado “El Refugio”, situado en el norte de la ciudad. Este inmueble cuenta con una cómoda sala-comedor, una moderna cocina integral y una zona de lavandería independiente. Además, tiene dos baños completos, tres acogedoras habitaciones y un calentador para tu mayor confort. El apartamento también cuenta con un garaje descubierto para tu vehículo. ¡No pierdas la oportunidad de adquirir este magnífico hogar!",,,,"$ 205.000.000
                        ",,,"
            ","Villa del Norte, Tunja, Tunja, Boyacá "
,Aparcadero,"VENDO HERMOSO APARTAMENTO ubicado en el norte de Tunja, en la zona de Mesopotamia. El apartamento cuenta con tres habitaciones y tres baños, sala, comedor, cocina, altillo y una impresionante vista panorámica de la ciudad. Tiene una superficie de 93.75 metros cuadrados y una terraza de 7.6 metros cuadrados. Además, cuenta con un garaje de 10.67 metros cuadrados. Este es un lugar ideal para aquellos que buscan vivir en una zona tranquila y residencial al norte de la ciudad. Contácteme para obtener más información y programar una visita.",,,,"$ 500.000.000
                        ",,,"
            ","Mesopotamia, Tunja, Tunja, Boyacá "
1.650 m²,Patio,"Lote Urbano de un area total de 1644 M2, Ubicado en el Barrio la Calleja - Fuente de la ciudad de Tunja, en zona de consolidacion Urbanistica con excelente infraestructura vial y Disponibilidad y cobertura de servicios de Enegia Electrica, acueducto y alcantarillado, Gas domiciliario. Cuenta con transporte publico Urbano. El sector presenta una alta valorizacion, en especial para predios de uso comercial y de Servicios.",,,,"$ 1.410.000.000
                        ",,,"
            ","Veinte de Julio, Tunja, Tunja, Boyacá "
,"Aparcadero,Gas natural","Hermoso apartamento tipo pent house en venta, consta de 3 pisos en una excelente ubicación de la ciudad y se distribuye así:Piso1: 2 habitaciones, estudio, balcón amplio, 2 baños.Piso 2: Ingreso, sala, comedor, cocina integral abierta, área de ropas, baño social, cuarto y baño de servicio, espacio de bar y una amplia terraza.Piso 3: Habitación principal con baño y vestiér.El apartamento cuenta con una excelente iluminación y vista, se está vendiendo amoblado totalmente en $1.200.000.000 y sin amoblar se ofrece la opción de negociarlo.",,,,"$ 1.200.000.000
                        ",,,"
            ","Santa Inés, Tunja, Boyacá "
,Cuarto de servicio,"Espectacular apartamento en el centro de la ciudad. Consta de 2 habitaciones con closet incluido, 2 baños, sala comedor, cocina integral, área de ropas, cuarto de servicio o área de planchado.",,,,"$ 180.000.000
                        ",,,"
            ","Centro Histórico, Tunja, Boyacá "
,"Aparcadero,Gas natural","La inmobiliaria Atos ofrece en venta un amplio apartamento en el sector del Centro Comercial Unicentro, con un área total de 90.07 m². Este agradable apartamento consta de una acogedora sala-comedor con balcón, cocina integral equipada, zona de lavandería, tres habitaciones, dos baños y garaje. Su ubicación privilegiada permite tener acceso a una amplia variedad de servicios y comercios en la zona, lo que lo convierte en una excelente opción para aquellos que buscan comodidad y practicidad.",,,,"$ 330.000.000
                        ",,,"
            ","La Esmeralda, Tunja, Tunja, Boyacá "
,"Aparcadero,Cuarto de servicio","Atos Inmobiliaria vende casa actualmente en etapa de construcción, por lo que se puede personalizar a su gusto.La casa consta de tres pisos bien distribuidos: en el primer piso se encuentra la sala comedor con una chimenea tipo loft vent free con control remoto, zona social, cocina integral con una isla tipo americano y una barra auxiliar, una sala de televisión o estudio, baño social auxiliar, parqueadero interno, una alcoba de servicio con baño incluido, un patio de ropas con cubierta corrediza, jardín y una zona BBQ.En el segundo piso se encuentran tres habitaciones, cada una con su closet incorporado y baño privado, tres terrazas y una sala de televisión o estudio. En el tercer piso, se encuentra la habitación principal, un espacio adicional tipo star, el baño principal con tina jacuzzi, un vestier, una chimenea natural y una terraza. La casa cuenta con una superficie total de 300.05 metros cuadrados, incluyendo las terrazas, la zona verde y la zona de BBQ.",,,,"$ 895.132.240
                        ",,,"
            ","Bogota, Tunja, Tunja, Boyacá "
,"Aparcadero,Gas natural","Hermoso apartamento central en venta, consta de 3 habitaciones, 4 baños, sala-comedor, cocina integral, área de ropas, estudio, cuarto de servicio y garaje.",,,,"$ 420.000.000
                        ",,,"
            ","Tunja, Boyacá "
,,"Espectacular lote con un área de 463 metros cuadrados. Cuenta con estudio de suelos, levantamiento topográfico y diseño arquitectónico.",,,,"$ 475.000.000
                        ",,,"
            ","Centro Histórico, Tunja, Boyacá "
,,"Vendo Lote ubicado en Conjunto Cerrado, cuenta con unas dimensiones de 7 metros de frente x 13 metros de fondo.  Excelente zona de valorización, ubicado muy cerca a los mejores centros comerciales de la Ciudad de Tunja.  Cuenta con diseños y licencia de construcción vigente.  Uso de suelos:  Vivienda de 2 niveles + Altillo. Excelentes vías de acceso.",,,,"$ 135.000.000
                        ",,,"
            ","Tunja, Tunja, Boyacá "
78 m²,"Aparcadero,Patio,Gas natural,Electricidad,Cocina integral,Tanque de agua,Agua","CASA MUY BIEN UBICADA EN EL CENTRO DE TUNJA FRENTE A LA UNIVERSIDAD ANTONIO NARIÑO, A DOS CUADRAS DE LA PLAZA DE BOLIVAR, CERCA A BOMBEROS, AVENIDA ORIENTAL, EXCELENTE  LUZ NATURAL, SECTOR PROPICIO PARA NEGOCIO DE PAPELERIA POR SU CERCANIA A LA UNIVERSIDAD.

La casa esta construida en niveles, consta de: Garaje cubierto con baño, sala, comedor, cocina integral, patio de ropas cubierto, tres habitaciones dos de ellas con closet, baño social, baño privado, la casa tiene dos entradas, una sobre la vía, otra por la parte de atrás donde tiene acceso al chut de basuras, si posee bicicleta puede acomodarla en el bicicletero del conjunto, pisos en madera laminada y mármol.

Servicios de agua, luz, gas natural, estrato 4
Área lote: 78mts2
Área construida: 122mts2 

Precio Venta: $ 280.000.000 negociable

CONTACTO: 301711----",,,,"$ 280.000.000
                        ",,,"
            ","Los Lanceros, Tunja, Boyacá "
,"Aparcadero,Cuarto de servicio,Chimenea,Electricidad,Terraza,Vista panorámica,Tanque de agua,Agua,Depósito","HERMOSA CASA DESCANSO UBICADA EN LA VEREDA SIACHOQUE ARRIBA, A 15 MINUTOS DEL  CENTRO DE SIACHOQUE, VISTA PANORAMICA, CLIMA FRIO, POSEE UN ESPACIO APTO PARA CULTIVOS DE HUERTA CASERA,O TENENCIA DE PEQUEÑOS ANIMALES.

La casa es una construcción nueva con todas las comodidades, consta de: sala con chimenea, comedor, cocina semi- integral, además estufa de carbón, tres habitaciones, baño privado, baño social, los baños con divisiones, amplios y ventilados, luz natural por toda la casa, zona social con canchas de mini tejo, habitación externa de empleados con baño, cuarto de herramientas.

Servicios: Agua, luz, gas por pipeta

Área Lote: 3.700mts2
Área construida: 140mts2  
Valor Venta: $ 280.000.000 negociable 

CONTACTO: 301711----",,,,"$ 280.000.000
                        ",,,"
            ","Tunja, Boyacá "
,,"ARRIENDO / VENTA LOCAL  1.103 M2  EN CENTRO COMERCIAL UNICENTRO TUNJA - BOYACÁ

CANON: $38.605.000 + IVA + ADM: $3.736.885  

VENTA: $4.150.000.000

CONTÁCTENOS  310 574---- - 313 880----  

",,,,"$ 4.150.000.000
                        ",,,"
            ","Remansos de Santa Ines, Tunja, Tunja, Boyacá "
88 m²,"Aparcadero,Cocina integral,Gas natural,Balcón,Closet,Depósito","HERMOSO APARTAMENTO UBICADO EN EL BARRIO EL CONSUELO, PRECIO DE VENTA NEGOCIABLE, CUENTA CON UN HERMOSO BALCON, DEPOSITO, EL EDIFICIO TIENE ZONAS ESPECIALES,: ZONA VERDE, AREA DE JUEGOS PARA NIÑOS, SALON DE REUNIONES, AREA DE ADMINISTRACION Y VIGILANCIA CON CAMARAS, CITOFONOS",,,,"$ 230.000.000
                        ",,,"
            ","El Consuelo, Tunja, Tunja, Boyacá "
,"Aparcadero,Gas natural","Hermoso apartamento de dos habitaciones, cuenta con dos baños, sala comedor, cocina integral, zona de ropas, pisos en madera laminada, excelente iluminación natural en un sector seguro del norte de la ciudad de Tunja.",,,,"$ 210.000.000
                        ",,,"
            ","Tunja, Boyacá "
,Gas natural,"Hermoso apartaestudio en venta, consta de sala-comedor, cocina integral, área de ropas, 1 espacio de estudio que se puede adecuar como una habitación auxiliar, habitación principal y balcón.",,,,"$ 150.000.000
                        ",,,"
            ","Gaitán, Tunja, Boyacá "
,,"Magnífico lote esquinero en el norte de la ciudad.  Consta de 131.65 metros cuadrados de área, servicios y alcantarillado, cerca a Parques del Nogal. Ideal para construcción de vivienda.",,,,"$ 168.000.000
                        ",,,"
            ","Asis Boyacense, Tunja, Boyacá "
171 m²,"Aparcadero,Cocina integral,Cuarto de servicio,Gas natural,Agua,Cocina amueblada,Patio,Tanque de agua,Chimenea,Electricidad","AMPLIA CASA UBICADA EN  EL  NORTE DE TUNJA, BARRIO REMANSOS DE SANTA INES, CERCA A UNICENTRO, AVENIDA NORTE, CENTRO COMERCIAL SANTA INES, CAMPUS  UNIVERSIDAD SANTO TOMAS, UPTC, CLINICA GARPER,  EXCELENTE SERVICIO DE TRANSPORTE  PÚBLICO, BARRIO MUY TRANQUILO.

La construcción de la casa es de dos pisos y altillo; consta de: garaje con puerta electrónica, Sala comedor amplia con chimenea funcional, cocina integral,cuarto de servicio con baño, patio de ropas, en el segundo piso: estudio con mueble para biblioteca, tres habitaciones una  de ellas con baño privado, baño social en el primer y segundo piso, habitacion principal en el altillo, baño privado y Vestier bastante amplio e iluminado, el estado de la casa en general es muy bueno, cortinas, pisos en baldosa, todas las  habitaciones con closet.
Servicios de Agua, luz, gas natural estrato 5

Area de lote: 90 mts2 (7.50X12)
Área construida: 171mts2
Valor Venta: $ 480.000.000 negociables
CONTACTO: 301711----",,,,"$ 480.000.000
                        ",,,"
            ","Quise de Mayo, Tunja, Tunja, Boyacá "
,Aparcadero,"¡Gran oportunidad! Se vende casa en el barrio Remansos de la Sabana con un área de 242 m2. La casa de 3 pisos cuenta con 2 patios, uno interior, 4 baños y 2 habitaciones principales en el segundo y tercer piso. Además, tiene un estudio y 2 habitaciones auxiliares. Disfruta de una cocina y comedor amplios, garaje, jardín y una habitación adaptada como gimnasio. También cuenta con 2 balcones para relajarte y disfrutar de la vista. ¡No pierdas esta oferta única! Contáctanos para más detalles y adquiere esta casa perfecta para tu familia.",,,,"$ 635.000.000
                        ",,,"
            ","Las Quintas, Tunja, Tunja, Boyacá "
,Cuarto de oficina,"Excelente ubicación en la mejor zona de Tunja, lote perfecto para un gran proyecto inmobiliario. uso de suelos residencial hasta 25 pisos. acceso a servicios públicos y sobre una de las vías mas importantes de Tunja. cerca a universidades, clínicas, centros comerciales, terminal de transportes. ",,,,"$ 9.250.000.000
                        ",,,"
            ","El Dorado, Tunja, Tunja, Boyacá "
,,"Lote con excelente ubicación en el barrio Maldonado, consta de un área libre de 145 m2 y un uso de suelos mixto.",,,,"$ 217.000.000
                        ",,,"
            ","Maldonado, Tunja, Boyacá "
,,"Lote medianero en venta en excelente ubicación, consta de 485 m2, tiene 18 m de frente y 27 m de fondo.",,,,"$ 436.500.000
                        ",,,"
            ","Altagracia, Tunja, Boyacá "
,,"Hermoso apartamento en el centro de Moniquirá. Consta de 3 habitaciones, 2 baños, sala comedor y cocina integral.  El edificio consta con terraza , BBQ y piscina.",,,,"$ 305.000.000
                        ",,,"
            ","San Ignacio, Tunja, Boyacá "
,Aparcadero,"Espectacular apartamento en un 2. piso en el norte de la ciudad. Consta de: 3 habitaciones, 2 baños, sala comedor, cocina integral, área de ropas y garaje.",,,,"$ 270.000.000
                        ",,,"
            ","Tunja, Boyacá "
,Aparcadero,"Precioso Apartamento en el centro de la ciudad. Consta de : 3 habitaciones, 2 baños, sala comedor, cocina semi integral, área de ropas, parqueadero y depósito.",,,,"$ 160.000.000
                        ",,,"
            ","Las Nieves, Tunja, Boyacá "
,Gas natural,"¿Está buscando un lugar acogedor en Tunja? Tenemos el apartamento perfecto para usted. Este hermoso apartamento en Los Parques Tunja es lo que está buscando. Con una sala de estar amplia y luminosa, cocina integral, dos habitaciones cómodas y dos baños completos, este apartamento es ideal para una familia pequeña o una pareja. Además, cuenta con una zona de ropas para su comodidad. Disfrute de vistas impresionantes desde el exterior y una ubicación privilegiada, cerca de la Avenida Norte, CC La Sexta, y la Universidad Pedagógica y Tecnológica de Colombia. ¡Contáctenos para una visita y haga su sueño realidad!",,,,"$ 168.000.000
                        ",,,"
            ","Uptc, Tunja, Tunja, Boyacá "
,Aparcadero,"Atos Inmobiliaria tiene disponible un hermoso apartamento en venta en el octavo piso, situado en el sur de la ciudad. El apartamento incluye una amplia sala comedor, una cocina semi integral, una zona de lavandería, dos habitaciones con closet incorporado, un baño y una plaza de garaje. Además, el conjunto residencial cuenta con seguridad las 24 horas y una zona de recreación infantil.",,,,"$ 148.000.000
                        ",,,"
            ","Los Patriotas, Tunja, Boyacá "
,,"Venta de Casa Bifamiliar central en Tunja recién construida. Barrio Ricaurte cerca al colegio de la Policía

Rentable. Dos pisos. 
PISO 1: garaje bodega pequeña cuarto de san alejo hall.  Apto1: sala comedor, 2 habitaciones, 2 baños cocina,  patio. 
PISO 2:  apto 2. sala comedor,  cocina cuarto estudio,  patio de ropas,  3 habitaciones, 3 baños.
Área total construida 212 mts2. 
Área del lote. 118 mts2. 
Precio $360 millones

Informes 311 (247 - 46 - 59)",,,,"$ 360.000.000
                        ",,,"
            ","Ricaurte, Tunja, Tunja, Boyacá "
,"Aparcadero,Gas natural","Vendo casa en Tunja de 1250mts2 de lote y 384mts2 construidos. La casa cuenta con dos plantas, en el primer piso consta de sala, estudio, comedor cocina área de ropas, baño auxiliar, garaje cubierto para dos vehículos, dos alcobas baño alcobas y escalera acceso al segundo piso. En el segundo piso consta de sala estar y alcoba con baño privado.",,,,"$ 750.000.000
                        ",,,"
            ","La Duena, Tunja, Tunja, Boyacá "
,,"¡Gran oportunidad de inversión! Tenemos a la venta un lote en el exclusivo barrio La Pradera, con una superficie de 214 m2. Este lote cuenta con 10 metros de frente y 21.4 metros de fondo, brindándote un espacio ideal para construir la casa de tus sueños.En este momento, el lote cuenta con un muro que proporciona mayor seguridad, garantizando la tranquilidad que deseas en tu nuevo hogar.El barrio La Pradera es reconocido por ser uno de los más tranquilos, seguros y exclusivos en el norte de la ciudad. Imagina vivir en un entorno residencial rodeado de calles arboladas y un ambiente sereno.Este lote te ofrece la oportunidad de construir la casa que siempre has deseado, adaptándola a tus necesidades y preferencias. Podrás diseñar el hogar perfecto para ti y tu familia.No dejes pasar esta oportunidad de adquirir este lote en el prestigioso barrio La Pradera. Ponte en contacto con nosotros hoy mismo para obtener más información y asegurar tu lugar en este lugar privilegiado.",,,,"$ 260.000.000
                        ",,,"
            ","La Pradera, Tunja, Tunja, Boyacá "
,"Aparcadero,Cocina integral,Gas natural,Balcón,Vista panorámica,Chimenea","VENDO APARTAMENTO EN TUNJA BOYACA

Ubicado cerca a los centros comerciales Viva y Unicentro, al lado de la Universidad Santoyo .

103 m2, consta de 3 alcobas con closets de madera, pisos en laminado y cerámica, dos baños completos, sala comedor grande, balcón, cocina integral cerrada grande con zona de lavandería, chimenea y sitio para estudio, gas directo,  parqueadero cubierto para un vehículo. Cuarto piso con ascensor.

Área social con salón de reuniones, gimnasio. Parqueadero visitantes

Portería las 24 horas

Precio: $350.000.000 negociables",,,,"$ 350.000.000
                        ",,,"
            ","Las Quintas, Tunja, Tunja, Boyacá "
,,"Construye la casa de tus sueños en el tranquilo barrio Manzanares, con este lote de 114 m2 ubicado frente a la carretera del barrio. Disfruta de la tranquilidad de vivir en una zona residencial, rodeada de naturaleza y con fácil acceso a las principales vías de la ciudad. Este lote es perfecto para aquellos que buscan construir su hogar en un lugar seguro y tranquilo. Además, su precio asequible lo convierte en una excelente oportunidad de inversión para aquellos que buscan adquirir un bien inmueble con potencial de revalorización. ¡No pierdas esta oportunidad de invertir en tu futuro! Contáctanos ahora para agendar una visita y conocer todos los detalles.",,,,"$ 150.000.000
                        ",,,"
            ","Manzanares, Tunja, Tunja, Boyacá "
,"Aparcadero,Gas natural","Atos Inmobiliaria vende exclusiva propiedad en el condominio Santa HelenaEsta casa de dos niveles cuenta con un amplio lote de 525 m2 y una construcción de 375 m2. Al ingresar, encontrarás un hall de entrada que te llevará a una amplia sala de estar con chimenea, el lugar perfecto para relajarte y disfrutar de una taza de café en las tardes frías.El primer nivel también cuenta con un elegante comedor, cocina integral con todos los electrodomésticos, zona de ropas, sala de TV, gimnasio, y una zona de BBQ, ideal para disfrutar de tardes de barbacoa en compañía de amigos y familiares.Además, este nivel cuenta con dos habitaciones cada una con baño privado, un baño social y amplios jardines que te permitirán disfrutar de la naturaleza y la tranquilidad del lugar.En el segundo nivel encontrarás dos habitaciones con baño privado, una amplia sala de estar y balcones con vista a los jardines. También cuenta con dos parqueaderos cubiertos para mayor comodidad y seguridad.",,,,"$ 1.500.000.000
                        ",,,"
            ","La Duena, Tunja, Tunja, Boyacá "
,,"Espectacular lote medianero, cuenta con servicio de portería, piscina, parque infantil, cancha mixta, excelente vista hacia la naturaleza con permiso de construcción para vivienda de 2 pisos y altillo.",,,,"$ 135.000.000
                        ",,,"
            ","Santa Inés, Tunja, Boyacá "
